review_id,text,rating,label,app_id,app_name,date,source
syn_10760,pengiriman lama banget tidak puas,2,negative,com.gojek.app,Gojek,2026-08-25,google_play
syn_07386,oke lah untuk sehari-hari,3,neutral,com.shopee.id,Shopee,2026-08-25,google_play
syn_02619,mudah digunakan sangat membantu,4,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_08881,update terbaru jauh lebih baik,5,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_00200,lumayan lah sesuai harga,3,neutral,com.shopee.id,Shopee,2026-08-25,google_play
syn_03065,mantap aplikasi terbaik banget,5,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_08067,lumayan bagus ada kekurangan kecil,3,neutral,com.gojek.app,Gojek,2026-08-25,google_play
syn_10770,sering hang dan keluar sendiri,1,negative,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_04092,barang sesuai deskripsi sangat puas banget,5,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_07831,fitur tidak berfungsi sama sekali banget,2,negative,com.shopee.id,Shopee,2026-08-25,google_play
syn_05350,aplikasinya sangat bagus dan cepat,5,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_10475,cepat responsif tidak lemot banget,4,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_03107,sering hang dan keluar sendiri ya,1,negative,com.shopee.id,Shopee,2026-08-25,google_play
syn_10512,biasa saja tidak istimewa,3,neutral,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_11145,desain bagus pengalaman menyenangkan,5,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_02996,fitur lengkap mudah digunakan,5,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_07925,grafik keren gameplay mantap,4,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_06533,fitur tidak berfungsi sama sekali loh,1,negative,com.shopee.id,Shopee,2026-08-25,google_play
syn_02474,pelayanan sangat memuaskan sih,4,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_02807,sering error dan lambat banget,1,negative,com.gojek.app,Gojek,2026-08-25,google_play
syn_04691,barang sesuai deskripsi sangat puas,4,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_06608,aplikasinya sangat bagus dan cepat loh,5,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_05331,grafik keren gameplay mantap,4,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_06478,banyak bug sangat mengecewakan,1,negative,com.mobile.legends,MLBB,2026-08-25,google_play
syn_01586,desain bagus pengalaman menyenangkan,4,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_03501,oke lah untuk sehari-hari,3,neutral,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_11743,sering error dan lambat banget banget,2,negative,com.shopee.id,Shopee,2026-08-25,google_play
syn_02910,update terbaru jauh lebih baik ya,4,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_05156,bisa dipakai tapi butuh perbaikan,3,neutral,com.gojek.app,Gojek,2026-08-25,google_play
syn_01068,tidak bisa login akun hilang,1,negative,com.mobile.legends,MLBB,2026-08-25,google_play
syn_05502,diskon banyak belanja hemat loh,5,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_03963,lumayan pengiriman agak lama,3,neutral,com.mobile.legends,MLBB,2026-08-25,google_play
syn_00967,barang sesuai deskripsi sangat puas,5,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_03090,aplikasinya sangat bagus dan cepat,4,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_03852,aplikasinya sangat bagus dan cepat,5,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_06306,sering error dan lambat banget,2,negative,com.mobile.legends,MLBB,2026-08-25,google_play
syn_07359,CS tidak responsif sangat buruk,2,negative,com.gojek.app,Gojek,2026-08-25,google_play
syn_01844,mudah digunakan sangat membantu,4,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_04139,lumayan lah sesuai harga,3,neutral,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_05082,aplikasinya sangat bagus dan cepat bangettt,4,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_11451,fitur tidak berfungsi sama sekali,1,negative,com.shopee.id,Shopee,2026-08-25,google_play
syn_03274,pelayanan sangat memuaskan,5,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_04918,kualitas oke harga terjangkau,4,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_02588,kualitas oke harga terjangkau,5,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_10926,grafik keren gameplay mantap,4,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_05372,aplikasi lemot sering force close,1,negative,com.gojek.app,Gojek,2026-08-25,google_play
syn_02221,barang tidak sesuai kecewa berat,1,negative,com.mobile.legends,MLBB,2026-08-25,google_play
syn_05195,desain bagus pengalaman menyenangkan,4,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_10337,driver ramah dan tepat waktu,5,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_01368,cepat responsif tidak lemot,4,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_05582,pelayanan sangat memuaskan,5,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_05211,selalu crash saat login,1,negative,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_06651,tidak bisa login akun hilang,2,negative,com.shopee.id,Shopee,2026-08-25,google_play
syn_05306,driver ramah dan tepat waktu,5,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_02348,grafik keren gameplay mantap,4,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_07039,kualitas oke harga terjangkau,5,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_10263,fitur tidak berfungsi sama sekali banget,1,negative,com.mobile.legends,MLBB,2026-08-25,google_play
syn_03753,update terbaru jauh lebih baik,5,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_06247,grafik keren gameplay mantap,5,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_05763,bisa dipakai tapi butuh perbaikan,3,neutral,com.mobile.legends,MLBB,2026-08-25,google_play
syn_08857,update terbaru jauh lebih baik sekali,5,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_07966,update terbaru jauh lebih baik sih,5,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_04015,grafik keren gameplay mantap,5,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_10844,sering error dan lambat banget,2,negative,com.shopee.id,Shopee,2026-08-25,google_play
syn_09188,barang tidak sesuai kecewa berat,2,negative,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_01825,aplikasinya sangat bagus dan cepat bangettt,5,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_02531,pengiriman lama banget tidak puas sekali,1,negative,com.gojek.app,Gojek,2026-08-25,google_play
syn_11563,lumayan lah sesuai harga loh,3,neutral,com.gojek.app,Gojek,2026-08-25,google_play
syn_04375,diskon banyak belanja hemat loh,4,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_04553,aplikasinya sangat bagus dan cepat,4,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_10260,fitur lengkap mudah digunakan,5,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_08873,lumayan bagus ada kekurangan kecil,3,neutral,com.gojek.app,Gojek,2026-08-25,google_play
syn_10364,cepat responsif tidak lemot sekali,5,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_04003,CS tidak responsif sangat buruk,1,negative,com.shopee.id,Shopee,2026-08-25,google_play
syn_08066,fitur lengkap mudah digunakan loh,5,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_00673,fitur lengkap mudah digunakan,4,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_03006,driver ramah dan tepat waktu bangettt,4,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_06761,sering error dan lambat banget,1,negative,com.shopee.id,Shopee,2026-08-25,google_play
syn_07197,barang sesuai deskripsi sangat puas,4,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_11800,fitur lengkap mudah digunakan bangettt,4,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_10154,lumayan bagus ada kekurangan kecil,3,neutral,com.mobile.legends,MLBB,2026-08-25,google_play
syn_02889,biasa saja tidak istimewa loh,3,neutral,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_02777,lumayan lah sesuai harga bangettt,3,neutral,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_04738,sering hang dan keluar sendiri,1,negative,com.gojek.app,Gojek,2026-08-25,google_play
syn_02611,barang sesuai deskripsi sangat puas,5,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_00135,mantap aplikasi terbaik ya,4,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_04122,grafik keren gameplay mantap ya,5,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_03509,pengiriman lama banget tidak puas,1,negative,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_06753,pelayanan sangat memuaskan bangettt,4,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_11026,kecewa aplikasi sampah ya,1,negative,com.gojek.app,Gojek,2026-08-25,google_play
syn_08385,agak lambat tapi masih oke,3,neutral,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_10115,update terbaru jauh lebih baik,5,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_08097,aplikasinya sangat bagus dan cepat,5,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_07273,CS tidak responsif sangat buruk loh,2,negative,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_07958,tidak bisa login akun hilang,2,negative,com.mobile.legends,MLBB,2026-08-25,google_play
syn_09320,aplikasinya sangat bagus dan cepat bangettt,4,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_02221,barang tidak sesuai kecewa berat,1,negative,com.mobile.legends,MLBB,2026-08-25,google_play
syn_05267,driver ramah dan tepat waktu,4,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_07497,barang tidak sesuai kecewa berat,1,negative,com.gojek.app,Gojek,2026-08-25,google_play
syn_04605,update terbaru jauh lebih baik,4,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_07454,pelayanan sangat memuaskan bangettt,4,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_01839,diskon banyak belanja hemat,4,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_07676,oke lah untuk sehari-hari,3,neutral,com.mobile.legends,MLBB,2026-08-25,google_play
syn_11178,aplikasinya sangat bagus dan cepat banget,5,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_10593,fitur lengkap mudah digunakan,4,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_10266,kualitas oke harga terjangkau,4,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_03492,aplikasi lemot sering force close,1,negative,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_09277,sering hang dan keluar sendiri,1,negative,com.gojek.app,Gojek,2026-08-25,google_play
syn_06341,CS tidak responsif sangat buruk ya,1,negative,com.shopee.id,Shopee,2026-08-25,google_play
syn_09247,desain bagus pengalaman menyenangkan sekali,5,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_03834,grafik keren gameplay mantap,5,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_01414,netral saja tidak terlalu bagus,3,neutral,com.mobile.legends,MLBB,2026-08-25,google_play
syn_01039,oke lah untuk sehari-hari,3,neutral,com.shopee.id,Shopee,2026-08-25,google_play
syn_09693,update terbaru jauh lebih baik,5,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_10936,lag parah tidak bisa dipakai banget,1,negative,com.mobile.legends,MLBB,2026-08-25,google_play
syn_05403,diskon banyak belanja hemat banget,4,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_10148,kualitas oke harga terjangkau,5,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_00149,update terbaru jauh lebih baik sekali,5,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_04789,mudah digunakan sangat membantu,4,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_02342,oke lah untuk sehari-hari,3,neutral,com.shopee.id,Shopee,2026-08-25,google_play
syn_01350,aplikasinya sangat bagus dan cepat ya,5,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_00450,barang sesuai deskripsi sangat puas sih,4,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_07372,sering hang dan keluar sendiri,1,negative,com.shopee.id,Shopee,2026-08-25,google_play
syn_00747,mudah digunakan sangat membantu,4,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_11616,banyak bug sangat mengecewakan,1,negative,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_06903,kualitas oke harga terjangkau,5,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_00932,fitur lengkap mudah digunakan sih,4,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_04766,mudah digunakan sangat membantu,4,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_02039,lag parah tidak bisa dipakai,1,negative,com.mobile.legends,MLBB,2026-08-25,google_play
syn_08524,pelayanan buruk driver tidak ramah,1,negative,com.gojek.app,Gojek,2026-08-25,google_play
syn_07585,aplikasi lemot sering force close,1,negative,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_01320,kualitas oke harga terjangkau banget,5,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_00304,barang sesuai deskripsi sangat puas,4,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_06020,grafik keren gameplay mantap,5,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_09954,bisa dipakai tapi butuh perbaikan,3,neutral,com.mobile.legends,MLBB,2026-08-25,google_play
syn_07819,sering hang dan keluar sendiri banget,1,negative,com.shopee.id,Shopee,2026-08-25,google_play
syn_06158,sering error dan lambat banget,1,negative,com.shopee.id,Shopee,2026-08-25,google_play
syn_00218,agak lambat tapi masih oke loh,3,neutral,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_04881,diskon banyak belanja hemat ya,5,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_01491,barang tidak sesuai kecewa berat,2,negative,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_04885,bisa dipakai tapi butuh perbaikan,3,neutral,com.mobile.legends,MLBB,2026-08-25,google_play
syn_06810,sering hang dan keluar sendiri,2,negative,com.gojek.app,Gojek,2026-08-25,google_play
syn_07335,cepat responsif tidak lemot,5,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_04519,pengiriman lama banget tidak puas,2,negative,com.mobile.legends,MLBB,2026-08-25,google_play
syn_06234,sering error dan lambat banget,1,negative,com.mobile.legends,MLBB,2026-08-25,google_play
syn_06727,mantap aplikasi terbaik banget,4,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_00538,mudah digunakan sangat membantu bangettt,5,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_05181,lag parah tidak bisa dipakai,1,negative,com.shopee.id,Shopee,2026-08-25,google_play
syn_06101,pelayanan buruk driver tidak ramah,2,negative,com.mobile.legends,MLBB,2026-08-25,google_play
syn_00379,fitur lengkap mudah digunakan,4,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_04115,grafik keren gameplay mantap,4,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_04870,standar tidak buruk tidak bagus,3,neutral,com.mobile.legends,MLBB,2026-08-25,google_play
syn_05206,kecewa aplikasi sampah,2,negative,com.mobile.legends,MLBB,2026-08-25,google_play
syn_06069,sering error dan lambat banget,2,negative,com.mobile.legends,MLBB,2026-08-25,google_play
syn_08382,desain bagus pengalaman menyenangkan,5,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_02236,grafik keren gameplay mantap,4,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_01934,pelayanan sangat memuaskan,4,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_06862,grafik keren gameplay mantap sih,4,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_03710,pelayanan sangat memuaskan bangettt,5,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_01213,driver ramah dan tepat waktu,4,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_02859,sering error dan lambat banget,2,negative,com.shopee.id,Shopee,2026-08-25,google_play
syn_04838,desain bagus pengalaman menyenangkan,5,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_06842,pelayanan sangat memuaskan bangettt,5,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_09943,kecewa aplikasi sampah,1,negative,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_06453,kecewa aplikasi sampah banget,2,negative,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_09923,aplikasinya sangat bagus dan cepat banget,4,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_00311,aplikasinya sangat bagus dan cepat,5,positive,com.shopee.id,Shopee,2026-08-25,google_play
syn_10196,driver ramah dan tepat waktu,4,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_06872,cukup baik tapi masih ada bug,3,neutral,com.gojek.app,Gojek,2026-08-25,google_play
syn_08422,lumayan lah sesuai harga,3,neutral,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_08642,fiturnya lumayan tapi perlu update,3,neutral,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_00070,diskon banyak belanja hemat,5,positive,com.gojek.app,Gojek,2026-08-25,google_play
syn_11735,pelayanan sangat memuaskan ya,5,positive,com.mobile.legends,MLBB,2026-08-25,google_play
syn_04299,mantap aplikasi terbaik,5,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_05386,mantap aplikasi terbaik,5,positive,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_03846,lumayan bagus ada kekurangan kecil,3,neutral,com.gojek.app,Gojek,2026-08-25,google_play
syn_08294,lag parah tidak bisa dipakai,2,negative,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_11530,cukup baik tapi masih ada bug,3,neutral,com.tokopedia.tkpd,Tokopedia,2026-08-25,google_play
syn_09056,lag parah tidak bisa dipakai,1,negative,com.shopee.id,Shopee,2026-08-25,google_play
syn_07363,banyak bug sangat mengecewakan banget,1,negative,com.mobile.legends,MLBB,2026-08-25,google_play
